# U^2_\mu - NA62 - https://inspirehep.net/record/1647953
0.02 1.00E-02
0.02 4.00E-03
0.05 2.10E-04
0.1 2.89E-05
0.11 2.20E-05
0.15 1.32E-05
0.2 7.77E-06
0.22 5.74E-06
0.25 6.20E-07
0.3 4.32E-07
0.35 3.09E-07
0.4 2.16E-07
0.5 1.34E-07
0.6 9.67E-08
0.7 7.06E-08
0.8 5.53E-08
0.9 4.37E-08
1 3.62E-08
1.1 2.81E-08
1.2 2.29E-08
1.3 1.85E-08
1.4 1.61E-08
1.5 1.44E-08
1.6 1.39E-08
1.8 2.00E-08
1.9 1.52E-05
2 1.55E-05
2.1 1.42E-05
2.2 1.40E-05
1.8 6.00E-04
1.4 3.00E-03
1 3.00E-02
