# U^2_\tau - NA62 - https://inspirehep.net/record/1647953
0.03 1.00E-02
0.03 7.80E-03
0.05 2.00E-03
0.1 2.40E-04
0.11 1.70E-04
0.15 1.10E-04
0.2 9.00E-05
0.22 7.80E-05
0.3 3.30E-05
0.35 1.70E-05
0.4 1.20E-05
0.5 5.30E-06
0.6 3.30E-06
0.7 2.20E-06
0.8 1.80E-06
0.9 1.40E-06
1 1.30E-06
1.1 1.10E-06
1.2 1.10E-06
1.3 1.20E-06
1.4 1.50E-06
1.5 2.10E-06
1.6 5.70E-06
1.45 5.30E-04
1.3 1.50E-03
1 1.00E-02
